,"('camem_bert_base_embeddings', 1)","('distilled_bert_base_cased', 1)","('flaubert_base_cased', 1)","('flaubert_base_uncased', 1)","('flaubert_large_uncased', 1)","('flaubert_small_cased', 1)","('mbert_base_cased', 1)","('mbert_base_uncased', 1)","('xlmr_r_large', 1)","('xlm_roberta_base', 1)"
Dim 154,0.011455141206108806,0.009123772226610958,0.014304100915122318,0.01380998454420661,0.015273168979800994,0.015150097347111128,0.0,0.014620055819839498,0.0001305622064313631,0.0
Dim 155,0.012859341316011904,0.00736141196056445,0.022401537808530454,0.01585824354608169,0.019326734401421335,0.019342375655023225,0.0,0.019404802273104416,0.00010202936032576873,0.0
Dim 156,0.015382993037585665,0.006112950942814928,0.01100881742106014,0.024767730490267117,0.011832208576315147,0.014831432312979129,0.0,0.01260008315413734,0.00010026601171680008,0.0
Dim 157,0.01347463765990082,0.0071523912234375715,0.02324971693703955,0.012086017100768206,0.010857204059156644,0.025117788125716106,0.0,0.016247944242213493,0.00010157916434908374,0.0
Dim 158,0.012363719100133572,0.007441795471005026,0.012541272533303172,0.012999345864899398,0.01262860406704685,0.020321494370200824,0.0,0.011825533571179579,7.026133220547518e-05,0.0
Dim 159,0.012637581175655662,0.006718522021950734,0.03076273930375068,0.03914494260575031,0.01066035729245144,0.013270739271608326,0.0,0.012260749680678942,8.703205321178053e-05,0.0
Dim 160,0.013969395420170146,0.010263331588789473,0.013033272362460931,0.013474181364071164,0.01869966098631989,0.020472312267262247,0.0,0.01947299538448326,8.824329784677108e-05,0.0
Dim 161,0.04110977455285994,0.007550290217467575,0.01217905462551501,0.03989773016256517,0.02236436415117761,0.02178418893641344,0.0,0.01191904813353526,0.00010107373312638543,0.0
Dim 162,0.012309049472817054,0.010135070427207217,0.013308072073874763,0.015927744405020434,0.011734973995049039,0.03527588021480452,0.0,0.01277551298272367,8.71059399685506e-05,0.0
Dim 163,0.016228544513862846,0.008584996504227697,0.024893280917166978,0.012775026074940367,0.014322017878165904,0.01773592656554745,0.0,0.02650315165229819,7.147081524012964e-05,0.0
Dim 164,0.012662452970258586,0.008424438033234227,0.01414542236729959,0.02100568173910002,0.010768295486231951,0.020545628789173914,0.0,0.012320209169573673,8.425849904935712e-05,0.0
Dim 165,0.022774246630937134,0.008485958451918716,0.025839174571910324,0.0190070468736599,0.02312045760858707,0.05083188791511003,0.0,0.02024457635353344,7.115405039734129e-05,0.0
Dim 166,0.013211281671401759,0.007286228468096891,0.012667812621056347,0.02366442209686244,0.01424831144610462,0.015225017114157115,0.0,0.017658060269907287,0.00010980337121850939,0.0
Dim 167,0.012377818322336127,0.008645385957620813,0.02392923722752539,0.04145280785941474,0.015160274728497366,0.013228663221725147,0.0,0.013182519757917547,9.771704350905846e-05,0.0
Dim 168,0.020723164289296634,0.007899605380046228,0.032572685637903165,0.0248724668015401,0.017119025076039695,0.025101058972089366,0.0,0.011685831089072032,0.0001267408903044063,0.0
Dim 169,0.013233331744769353,0.009220842108407191,0.020188086679994496,0.014487806707549193,0.02236540246607501,0.01222002820055643,0.0,0.028207587902861125,0.00012053934618944334,0.0
Dim 170,0.01241822036133114,0.00942648757483088,0.016043781097448563,0.016604647931617346,0.013663935767552761,0.02430592396024288,0.0,0.02112428890759166,0.00010368912876816299,0.0
Dim 171,0.0380940152897822,0.006279755480287255,0.013132084245693336,0.02998692674005964,0.011594205552352483,0.016020267178332635,0.0,0.028290118806739397,0.00010759174374595012,0.0
Dim 172,0.013899596258621933,0.006771274307556181,0.013446474555972827,0.012350377777474124,0.015632770789514076,0.01401310160908914,0.0,0.012708321463083965,5.3872364533645953e-05,0.0
Dim 173,0.03068932507431891,0.0072262651624268185,0.01683717250790838,0.01336096540514894,0.01332559775876944,0.010516088610695681,0.0,0.043730813281139626,6.731254680442346e-05,0.0
Dim 174,0.011163624444193063,0.007768997863802678,0.014459810700390041,0.013215175390017186,0.012273662517853496,0.015339744608344398,0.0,0.035597206544786986,0.00012359956506815216,0.0
Dim 175,0.011729827625348863,0.00641188516883848,0.03260469026308789,0.01636999764767479,0.013468981145794045,0.023468649536346725,0.0,0.019386000884668107,7.422626748115511e-05,0.0
Dim 176,0.028572991832365415,0.011972538313103914,0.010930878120133552,0.014421660166155498,0.01312629875754288,0.020399110538167967,0.0,0.019651412047105868,0.00010165495774550619,0.0
Dim 177,0.016052811663057234,0.007374756161517284,0.013915438099633193,0.0177074246327336,0.02289453449745296,0.03380255329157602,0.0,0.02306659295958344,7.458171469175253e-05,0.0
Dim 178,0.013064381449323257,0.006381781983903631,0.012227125906637876,0.012666095084105258,0.031176233670467523,0.012844232948674808,0.0,0.013136283664195246,7.9234710468339e-05,0.0
Dim 179,0.012602234711049931,0.007918482405283422,0.03921790968078397,0.012732506396564059,0.016697903794416755,0.014137765856792715,0.0,0.012694295801451046,9.16038761891643e-05,0.0
Dim 180,0.01394619253739506,0.007879643917814656,0.020078971619382234,0.013369539176912523,0.013479773789333016,0.01725030188029309,0.0,0.01325256958288933,0.0001230063138483877,0.0
Dim 181,0.01130441157859241,0.008143119796154586,0.01346090698411313,0.014936247022787561,0.012451058598872475,0.04095033658610657,0.0,0.04742349142040779,6.43806986386556e-05,0.0
Dim 182,0.013096319108271054,0.007016550488167037,0.029865291151030687,0.019121431895480257,0.012338758068581146,0.023976979118799195,0.0,0.01106119437606877,0.00011224549442315133,0.0
Dim 183,0.012149901988750218,0.006760862972147254,0.014432454389050612,0.01617067697390488,0.012116324431627109,0.023991640305789003,0.0,0.013643488096155523,0.00011371459775156437,0.0
Dim 184,0.015539158184700221,0.007654345214664486,0.012784052652719851,0.02367530991519683,0.012976566911054406,0.013220551870238356,0.0,0.0390935490291162,8.767193387054148e-05,0.0
Dim 185,0.011663310348934084,0.007433909358007899,0.014360054015790635,0.022417311838907012,0.011798232067259298,0.020475049885717935,0.0,0.014318109823476035,0.00011571152207143718,0.0
Dim 186,0.013118669847909808,0.010905813775157583,0.012083470801636907,0.01241411504427847,0.02712818893071153,0.02933848906118692,0.0,0.013435308373814434,8.775006089501716e-05,0.0
Dim 187,0.015750202914954783,0.008288092352763246,0.021134505334264603,0.014368322557556745,0.0158782097134626,0.03695192888299908,0.0,0.014955074910554849,9.598094053681354e-05,0.0
Dim 188,0.013570169441370756,0.007931927077105374,0.013390893924147416,0.014392513746192258,0.02135684539012444,0.012377485962872555,0.0,0.01829968160589951,8.854871074838954e-05,0.0
Dim 189,0.03442149457992382,0.008063212695597368,0.015189292772959525,0.01762753544330144,0.018650564907101506,0.011809962002117869,0.0,0.012821475135701088,0.00011934323696602868,0.0
Dim 190,0.011450580527067497,0.007408697542633582,0.014516761842659862,0.0132718526181122,0.011762067575842002,0.0229029333793951,0.0,0.01338438297348394,0.00011803150271300631,0.0
Dim 191,0.015685892677324544,0.009177973384909003,0.013648565779830018,0.05925686945613946,0.01658419876495048,0.01433293350700177,0.0,0.022659038054783254,8.131375056708681e-05,0.0
Dim 192,0.014857514333007226,0.007031733069626133,0.0400641333204153,0.015628863248470366,0.014213835342751741,0.049177603897405,0.0,0.012516654133667501,0.00010994821252097632,0.0
Dim 193,0.019221959140146135,0.007948854168812849,0.011942385287698663,0.022047543292728726,0.014384868539601936,0.01251375508626557,0.0,0.012611591647281841,7.46512327505394e-05,0.0
Dim 194,0.014960836949838624,0.008318993367714165,0.014797249654366025,0.01347687847843121,0.0109606905843832,0.014209327803076604,0.0,0.012992239624200694,8.544788288319897e-05,0.0
Dim 195,0.014294847549647664,0.006957365422644874,0.016958939117759482,0.015711051620825173,0.013567302282474212,0.04377413467316289,0.0,0.033812971285075044,7.273612502601167e-05,0.0
Dim 196,0.031039339805041057,0.00696500588039199,0.011362971448758847,0.014331815980178863,0.023624529516080836,0.012532648550910833,0.0,0.012519924094346265,8.731657401557173e-05,0.0
Dim 197,0.01285704526469436,0.006882153933546553,0.014725015233460568,0.014447838319455614,0.015094637617786281,0.02424150599742098,0.0,0.012884649136585031,8.034795967286877e-05,0.0
Dim 198,0.041091580749035496,0.007598851934547306,0.013110280052657129,0.03213889354326554,0.014261619660038666,0.0581137964216648,0.0,0.012766358806554717,6.64916855645712e-05,0.0
Dim 199,0.009832853037873877,0.008307037928872694,0.01870855254908935,0.019268108613994177,0.012109364476598782,0.03355411206299725,0.0,0.018974726039636576,9.281251859101832e-05,0.0
Dim 200,0.012838891061837379,0.007455719378495151,0.023298179165789867,0.014307091315167629,0.013607541659720904,0.01786171518366332,0.0,0.018972139920344643,3.338902567452855e-05,0.0
Dim 201,0.011639007696073466,0.005577894815819655,0.01717437314843202,0.024722459929504132,0.013727421078013715,0.011078526394983823,0.0,0.014706019434279103,8.908126279224486e-05,0.0
Dim 202,0.022735823855238892,0.007591611682218805,0.01319570285686741,0.01875227925897949,0.01116000951096053,0.01901425983877552,0.0,0.010922746180838825,9.008718105809295e-05,0.0
Dim 203,0.0189025910446874,0.012763480014788693,0.01415721727575145,0.013675391673336819,0.014514784612273917,0.018819495967750226,0.0,0.01273546081132676,0.00011971146839981,0.0
Dim 204,0.02833410553682891,0.0067524238905829715,0.013625285887308722,0.012238592158557287,0.012372130146260147,0.012542539811824127,0.0,0.015221046434974343,5.1265479589058656e-05,0.0
Dim 205,0.010893221407002187,0.006279095579394772,0.02997464168921215,0.013938217713759839,0.011282769880482258,0.02839371899535326,0.0,0.011455035041469752,7.712125160180274e-05,0.0
Dim 206,0.010565612473407314,0.007650470096531354,0.013131821601424256,0.019124981830338564,0.012942168622319521,0.027647191068850427,0.0,0.036377389252643076,0.00011720743475404188,0.0
Dim 207,0.01283189981502338,0.0067048655497935535,0.012348559109541234,0.014897404448652342,0.02000486921574583,0.013920193873385925,0.0,0.021018810531203722,0.00010971995318812389,0.0
Dim 208,0.012512157649380629,0.008139407850850513,0.012274808474538261,0.017793257409848995,0.018352272526633906,0.01941519082316724,0.0,0.017662948243191874,0.00010387645698319028,0.0
Dim 209,0.012145372826095678,0.010599586280522556,0.01254517099321133,0.026488433148931245,0.03370047340963917,0.042040331946076204,0.0,0.01789926762807375,4.671392421970151e-05,0.0
Dim 210,0.014247310771624838,0.009378734568181672,0.012314331131219387,0.028704775081411928,0.01675816264455119,0.02644855690910952,0.0,0.019235760574200796,0.00014178192766434788,0.0
Dim 211,0.012889167276967735,0.007460040385513895,0.016905310479651308,0.023044337096376925,0.01289516074191364,0.030230196698066366,0.0,0.01012056003363154,8.064926521958469e-05,0.0
Dim 212,0.01287393528398786,0.014168881406555584,0.053440293090918495,0.015849643972762686,0.01205182488727747,0.022045566860433078,0.0,0.012796205976743727,5.710325238078509e-05,0.0
Dim 213,0.013114650975806724,0.005996605690376251,0.01253431092802413,0.014332201578266346,0.014556948413619587,0.015637021381131027,0.0,0.01841061544759906,0.00010690317610507761,0.0
Dim 214,0.013092876934586639,0.01538319371806854,0.014340396506382228,0.03924403864198713,0.019070633814213072,0.036180465627029174,0.0,0.016223896064781064,7.376797541142814e-05,0.0
Dim 215,0.013191860190782395,0.009949572372403863,0.014666458856341283,0.013399722519744948,0.012198058302077437,0.02620229287072583,0.0,0.01754050546488814,9.132672848696316e-05,0.0
Dim 216,0.015010936651916695,0.007407630474822291,0.02162701247977176,0.01819981819562132,0.014904439550665765,0.021420854720590278,0.0,0.011763162572631086,0.00011541854176592463,0.0
Dim 217,0.013803573560496787,0.008062255981215297,0.013099454748941674,0.013378178859148961,0.01344568568953651,0.028068964088788208,0.0,0.01871190534345067,9.081338050521322e-05,0.0
Dim 218,0.013622952554237537,0.008170855545983464,0.023196258605618896,0.03442686221399715,0.011824467557701,0.015035900441258817,0.0,0.013618910616771476,6.85141921586514e-05,0.0
Dim 219,0.018181118465262523,0.011414805951300813,0.010188974349224588,0.02693866351860577,0.012134769134661445,0.012477468463093496,0.0,0.013716073180767868,9.748415007926773e-05,0.0
Dim 220,0.01612779496158444,0.00956713574272023,0.04434858715345971,0.012775823072230972,0.012645134166780692,0.045203189149973975,0.0,0.018032069889360736,6.538251057784004e-05,0.0
Dim 221,0.018285740322444028,0.009118642987262122,0.018720055587241827,0.03845617273431335,0.018617490007023067,0.012805481362168605,0.0,0.01781868543859311,5.607435793693362e-05,0.0
Dim 222,0.012280293288910593,0.010380595004594649,0.01581246945798773,0.014093124482200337,0.014556986322847298,0.01183843827580498,0.0,0.026249431842197468,6.446235590229038e-05,0.0
Dim 223,0.013662868772753706,0.006843258602009748,0.046083338073535055,0.021604037292186656,0.015815405924932954,0.014106005371344186,0.0,0.01180635314098657,9.226974735196019e-05,0.0
Dim 224,0.013227304186714778,0.00811984470631252,0.05314452511541815,0.01901708970788302,0.01902716413833588,0.02042189099894035,0.0,0.01268182278629135,6.236054449302014e-05,0.0
Dim 225,0.013972844020487853,0.008970756619682739,0.020852160926472713,0.013243617672705283,0.015519108341305808,0.01700352166626654,0.0,0.017471664465476773,6.9365421731879e-05,0.0
Dim 226,0.0127550433622707,0.010039026519517389,0.024640364814412827,0.01488119555965755,0.012259099918506565,0.014243014918858208,0.0,0.014510819899568695,9.397047514792777e-05,0.0
Dim 227,0.017861623614477195,0.007834447896202102,0.013451449797979945,0.017472066227077195,0.013850198945309443,0.016862739031259122,0.0,0.011654380482105485,9.294019545372946e-05,0.0
Dim 228,0.014229815038549847,0.009401964465992082,0.019885871485928748,0.01185440288045719,0.012170146836638288,0.040163833870993086,0.0,0.012136533637252351,0.0001231553591671022,0.0
Dim 229,0.012749552217046288,0.009825026421675395,0.022721862646068496,0.01160455080969459,0.01733131910529563,0.015760618114449274,0.0,0.011176393131324939,9.357346481622913e-05,0.0
Dim 230,0.01756196485414785,0.009378055795218419,0.015181411095433379,0.016060007620365666,0.02516534875746888,0.021251493099962965,0.0,0.01670396187826746,8.362193747945029e-05,0.0
Dim 231,0.018303737595352976,0.01063337926831011,0.01447844630701086,0.016254193830608794,0.016196774277886745,0.023339217440282774,0.0,0.013584535854283984,8.519480427023373e-05,0.0
Dim 232,0.017468923581056648,0.008746490741515263,0.012859576417484071,0.012646027510942395,0.012363607079678013,0.012201698008830598,0.0,0.014419491513150697,0.0001285340975234063,0.0
Dim 233,0.02779331871526121,0.009825993645468808,0.014775535543148595,0.019155233013104723,0.016285783703631172,0.018144122270288988,0.0,0.009112320811711948,9.438419390153428e-05,0.0
Dim 234,0.03163878928078252,0.008348013451797375,0.015136426834820582,0.014106386450816516,0.015003968548706932,0.016527961843388457,0.0,0.0361256769667255,7.195564248394709e-05,0.0
Dim 235,0.011923422854134745,0.009153197323345472,0.015666377615856097,0.01633064883840278,0.013563365224846729,0.01662029339477153,0.0,0.024534004086250918,8.239358076931163e-05,0.0
Dim 236,0.014849825545996878,0.007858119762021165,0.023741478686333528,0.014452521530952393,0.011897380384022568,0.012823353124871803,0.0,0.012538445045722041,0.00011374664787816753,0.0
Dim 237,0.010330546063903743,0.007720785441992198,0.010660499490811295,0.01724943661722101,0.015537053218001605,0.023573208593594578,0.0,0.01156177424470568,6.19735755933523e-05,0.0
Dim 238,0.017922923618024528,0.008333744658192933,0.014120498630204023,0.013332730445996149,0.01887882842839772,0.01800469870417202,0.0,0.01513311719549112,8.508942488430955e-05,0.0
Dim 239,0.022070779079695835,0.0060884565808081645,0.018190982739697322,0.013301608509174395,0.01799611034025747,0.02324239863088637,0.0,0.0146313801511084,9.311552447393457e-05,0.0
Dim 240,0.011987178264425793,0.008019663891577319,0.03311263566907209,0.017827586597367304,0.016440655275643857,0.017927635751533926,0.0,0.014133817057357825,7.934653401780252e-05,0.0
Dim 241,0.027079952962758454,0.01181423851082574,0.011466807955805262,0.033063415048871274,0.010495116790983276,0.012275699607562567,0.0,0.015373843218877001,8.775527228611992e-05,0.0
Dim 242,0.011872869831254802,0.00987549747889678,0.011280341508703925,0.030908538673479584,0.011480315209373697,0.01477524166094635,0.0,0.029395470470820088,7.016947261197723e-05,0.0
Dim 243,0.0347195589997248,0.006556294907716044,0.02281149508553388,0.025977270161718847,0.00966936632210928,0.01230398986393833,0.0,0.016015567318715028,0.0001275337108224572,0.0
Dim 244,0.01358205923312886,0.00937732477218587,0.012610952892535018,0.014484544305075156,0.01434203622822719,0.010298583376849104,0.0,0.011999641104773933,7.464421853135288e-05,0.0
Dim 245,0.011921393375138997,0.007193965081725986,0.04061161264722845,0.019736803090479864,0.01164699213651156,0.0258411375475229,0.0,0.01370174836173938,0.00011364614612134296,0.0
Dim 246,0.011479296034572884,0.0082838211525493,0.012513778791822359,0.016665479762825244,0.012588666914638214,0.012718307281060019,0.0,0.010617420576873288,7.29620472744997e-05,0.0
Dim 247,0.01481445022251841,0.00740599640918425,0.014832979902568277,0.01616376394516484,0.017804295253971793,0.015139707627531477,0.0,0.021917116460390754,4.873859611596785e-05,0.0
Dim 248,0.01185732498726193,0.008882945897309551,0.013513973202380444,0.01172789475783598,0.014948176936794878,0.015724239123027214,0.0,0.016555434120014475,0.00012764480191410847,0.0
Dim 249,0.012258190163399369,0.0091907776338824,0.01358195038560485,0.012438886220500782,0.013602063073783673,0.014581137319189651,0.0,0.023393374361964276,6.730262679229133e-05,0.0
Dim 250,0.012939841787250252,0.007534022231782321,0.011608624013243656,0.014369491908397761,0.01318952667647862,0.054957975661182885,0.0,0.013191893129468217,6.706350373488726e-05,0.0
Dim 251,0.013496593813601944,0.007533295839809296,0.020402336540768305,0.015540197750780449,0.013398029151947212,0.04134721638120069,0.0,0.014218512203664229,8.596668313523993e-05,0.0
Dim 252,0.019108649301946272,0.009424026372922424,0.012001811392554147,0.015859191879751117,0.012374264162634279,0.015181358542754705,0.0,0.012658131918469559,9.007749331021234e-05,0.0
Dim 253,0.011409154205214536,0.00751529407889809,0.0215113618981389,0.015481168846753653,0.01558518898695051,0.021700074568349707,0.0,0.010692378206409305,7.242267863093539e-05,0.0
Dim 254,0.01401947197073932,0.00879108622326532,0.016572830242866644,0.012751651311014373,0.01606533574448225,0.012732927726183353,0.0,0.012134531374001872,9.107997122093716e-05,0.0
Dim 255,0.010913836975542674,0.010106515784091628,0.014345234811517496,0.013510662756418039,0.013863717442691624,0.02075222919905763,0.0,0.012521504305117545,9.769301422401541e-05,0.0
Dim 256,0.01676528016943938,0.00836878704913593,0.013996776504602366,0.029967152034945283,0.018029548929358524,0.021036339730181982,0.0,0.02260806329493894,9.712148605287268e-05,0.0
Dim 257,0.013251471623728082,0.008707196635986696,0.013201766989142659,0.01915652311595173,0.02261902579839811,0.01271439459076505,0.0,0.027995600025661573,8.473468942738235e-05,0.0
Dim 258,0.01085156728136382,0.011125723214103028,0.019558453882490005,0.014572147908766526,0.013308851494845102,0.012158753137019473,0.0,0.018258071922315343,6.924340224176502e-05,0.0
Dim 259,0.016432024308531763,0.0068922223520107,0.029401008749562803,0.0130698461390284,0.013531505158284234,0.01496618240611273,0.0,0.011999695806044867,6.080880548743926e-05,0.0
Dim 260,0.015358545894838446,0.007058508645533565,0.016289345738013095,0.012555038607480699,0.02565097445651041,0.026467094225468158,0.0,0.023345101652077316,7.613301902443277e-05,0.0
Dim 261,0.01414009963270034,0.007937593062858855,0.01563690802848688,0.012139361844011202,0.019395566388608697,0.044687779534032177,0.0,0.012079493984547024,0.00011742452264749014,0.0
Dim 262,0.013596530319552219,0.008358413981700808,0.011410277210969835,0.018128964023398527,0.029884572215262292,0.027478878290947747,0.0,0.029010158788094632,8.631723196537987e-05,0.0
Dim 263,0.012864378009774436,0.006580941506700002,0.029817911610218996,0.01473111675622816,0.011431059405276561,0.01847603281364112,0.0,0.01187160941882845,9.326395141097705e-05,0.0
Dim 264,0.017181021348652327,0.010499252093829839,0.01221025448580111,0.02040342052537671,0.011439571840847332,0.013838497079605072,0.0,0.04810302996621604,4.11044922711155e-05,0.0
Dim 265,0.012947773760961383,0.0085618650707457,0.020322668519565726,0.015624601235206004,0.016172783859868145,0.060029058893876476,0.0,0.01753027228267652,6.279710658688692e-05,0.0
Dim 266,0.019253213526648574,0.013053018341051385,0.013495166026073781,0.01186478695394905,0.01275894973496265,0.016188363589921914,0.0,0.01096575660182233,0.00011356549058272299,0.0
Dim 267,0.01352245780307351,0.007195226332745515,0.017752731481617778,0.016879794063187358,0.011297465937201087,0.013418490637561523,0.0,0.011519768824769181,6.921379698730081e-05,0.0
Dim 268,0.015361049302328386,0.008169823516067962,0.018277619592257644,0.012799817064543844,0.01556117219302533,0.04167780238822406,0.0,0.010724364288987553,0.00011292516840591578,0.0
Dim 269,0.02140911493826835,0.008765307322216467,0.010717096030191319,0.01262051561159819,0.012049599343422862,0.04373624215496192,0.0,0.03308993471683996,8.434960247166432e-05,0.0
Dim 270,0.018415028310178962,0.007903463095037498,0.013229287870013227,0.028093997258616023,0.01627444271241381,0.01308255115107119,0.0,0.027179973948523294,3.500114304965962e-05,0.0
Dim 271,0.013702829962148886,0.012963496355371357,0.014243665566122754,0.013518384506665223,0.022589697863723432,0.01682835952544738,0.0,0.011038769780135469,0.0001106576186440144,0.0
Dim 272,0.03370684470560675,0.008881943569216424,0.011077724578984097,0.015648164143436227,0.01441997634552101,0.028847424272476708,0.0,0.010436939381442868,4.952918738921845e-05,0.0
Dim 273,0.01134357515741707,0.0060905318143957,0.010536461663531279,0.01292942036810389,0.01173511119266117,0.022130040451645,0.0,0.01170520102362506,9.103960625733744e-05,0.0
Dim 274,0.22663419103728796,0.008590322345160946,0.02707024371074106,0.013555840448028681,0.014237722942096208,0.01390329449412532,0.0,0.015144609447165558,8.751079099602121e-05,0.0
Dim 275,0.012544305813946641,0.010671227753083202,0.015447200040696782,0.012089066433918168,0.014690019803192674,0.020734033637337564,0.0,0.015866682117069673,8.33588924731132e-05,0.0
Dim 276,0.017009222751477104,0.005963607715233627,0.016546846251716835,0.021346702714278642,0.01717549959224224,0.01743028756511673,0.0,0.01876142775703195,9.748676815765937e-05,0.0
Dim 277,0.01968224910038938,0.008876617622057258,0.01914331553791934,0.01942083113840743,0.012618963551516676,0.021676332733714915,0.0,0.014092104618153153,6.11312202789216e-05,0.0
Dim 278,0.023314971768612337,0.007777086944460753,0.01209258744631658,0.01172091264790174,0.01717205576651257,0.016225328993763367,0.0,0.027913664086009905,6.887943501969192e-05,0.0
Dim 279,0.013548659181197232,0.008957642901370005,0.016730857242119798,0.017703152152293934,0.013238618368717465,0.02353375958855047,0.0,0.012808379061734442,8.14555549857199e-05,0.0
Dim 280,0.02354655651510832,0.00944052459559853,0.01084287378064235,0.02367669160679203,0.014933594788494917,0.013731072505962344,0.0,0.012131778218086703,0.00011391305981462281,0.0
Dim 281,0.01391121830710015,0.008896571206571755,0.011954140985115541,0.013997349768909147,0.017323072014220845,0.026090863453657142,0.0,0.021965238974585032,8.624946011226423e-05,0.0
Dim 282,0.020051886654501118,0.017749126187474585,0.012255698751575436,0.017882929974400795,0.014606714930496263,0.03887489364232538,0.0,0.021974968921501036,5.2436723381846303e-05,0.0
Dim 283,0.011154513187924054,0.007096595296375031,0.026527558824783488,0.011765700512121445,0.011037058395012627,0.015584353429152709,0.0,0.010848706465306782,8.209047254187954e-05,0.0
Dim 284,0.01293033238177045,0.009849942107401706,0.014136481539623491,0.012550448512253105,0.012382571613469093,0.011651570393544992,0.0,0.012406781498025286,5.92317341577904e-05,0.0
Dim 285,0.012378066954536054,0.008928939338020966,0.015051939647428953,0.016151964057527373,0.02402525083420149,0.019749291026347662,0.0,0.016169169235133937,6.5308865078257e-05,0.0
Dim 286,0.01586072387141769,0.00895913065749644,0.016240828405155398,0.014680293803198984,0.012771186753428776,0.021847663813745487,0.0,0.012234123935456837,7.944578790844164e-05,0.0
Dim 287,0.01233221932372126,0.00897965976385158,0.012901223774930174,0.013465696592974835,0.011962595030162082,0.012754266925272442,0.0,0.02549459068405312,0.00010180670016929043,0.0
Dim 288,0.012678029637687698,0.007231210439096982,0.026663788792623676,0.012222142312743867,0.01532080040120309,0.012376382846790343,0.0,0.013230382357380594,6.83428322686987e-05,0.0
Dim 289,0.013554018032247166,0.010889879940079242,0.018312484992499708,0.013771581212132452,0.012293279485570498,0.029612783403249982,0.0,0.012326767609642962,8.733058540430532e-05,0.0
Dim 290,0.015200116204182677,0.007390341152233683,0.032674681577770384,0.014406295682648802,0.012176819087471955,0.014534100933820408,0.0,0.03471656722597124,9.689622477471833e-05,0.0
Dim 291,0.01765760002072134,0.010335478727824907,0.012650326786142524,0.013093244932094052,0.011439917238431404,0.013502216003928048,0.0,0.014788106568212873,0.00010478366742776978,0.0
Dim 292,0.01202526663060909,0.007668587575903377,0.01479752663620539,0.02135525574433569,0.016542088065807713,0.022848765577116393,0.0,0.01254445117255794,0.00010708350866989514,0.0
Dim 293,0.015416516818533331,0.006977173299338092,0.01598216161317038,0.02220170021413784,0.014769801265229867,0.02418421393417218,0.0,0.00986267938109606,9.66359674679481e-05,0.0
Dim 294,0.011868523600753033,0.012570991566111914,0.014557171779437147,0.013958671047256222,0.011654965443403381,0.016862720528466633,0.0,0.011631055389664826,8.991441367679312e-05,0.0
Dim 295,0.014015655972524072,0.007710773430042224,0.02010060592099395,0.015688656486346042,0.016586050973046888,0.012777005475773076,0.0,0.015071608215193315,0.00013130409525482706,0.0
Dim 296,0.02143477661266963,0.011138529275335832,0.015573486074453028,0.017791324417097673,0.014104880045233598,0.018611745578102253,0.0,0.013944673595363326,9.419824893700219e-05,0.0
Dim 297,0.014078143961965188,0.007034379601382616,0.0162242063761918,0.012115267208373188,0.012217864522639406,0.018610426822922937,0.0,0.013968071997870406,0.00011232201168086979,0.0
Dim 298,0.016635574611402495,0.00796811105880483,0.011100526043460172,0.017156875565508694,0.0166123584202109,0.017477625532313152,0.0,0.02027317802568596,0.00011958867177721221,0.0
Dim 299,0.014684459497394666,0.009084875067221951,0.012220826694854685,0.015549796197547615,0.011685626255375548,0.011455657347201905,0.0,0.022078414323081767,7.644661387549963e-05,0.0
Dim 300,0.014811076089748522,0.00739518744973756,0.01916225830291186,0.02655496946082813,0.02255862960218708,0.0355106825221543,0.0,0.03286698284087457,8.644493649455752e-05,0.0
Dim 301,0.015407322692238436,0.008040990820481417,0.02493395967973411,0.012969103569591162,0.01176755383219879,0.01989023091726069,0.0,0.012901936934001698,6.851825378680102e-05,0.0
Dim 302,0.016372346674402287,0.01318542209457689,0.011779735717066706,0.017374934796227398,0.010927226400564705,0.012128548758814684,0.0,0.011604504882365798,8.626682462697118e-05,0.0
Dim 303,0.012459937945486546,0.0070181243286384365,0.01158833770644458,0.01281319683765078,0.016098151227294962,0.01393568133116892,0.0,0.014163381724687672,0.0001461326761027916,0.0
Dim 304,0.012869050328598218,0.011468018352965912,0.014859146281253205,0.013822497563752052,0.01603483652899071,0.013127804987372808,0.0,0.01187059655047909,0.0001228125747753394,0.0
Dim 305,0.011753713099356172,0.006609533523311677,0.011956761177208747,0.012153899185383815,0.0119257385242758,0.01343517368207853,0.0,0.01326326088659289,6.479715871084446e-05,0.0
Dim 306,0.01907736430453501,0.012062007066978589,0.013737343939828027,0.012373713304738765,0.010668750219237612,0.03673108630623487,0.0,0.021683791294012666,8.287185843303348e-05,0.0
Dim 307,0.012746327358667429,0.008335153902367599,0.022101970996139267,0.011872656767598404,0.015327923548303628,0.019042274362227912,0.0,0.010928695318815244,8.981515903149825e-05,0.0
Dim 308,0.012355995545540852,0.011134783117900213,0.02198631954969102,0.012339575786381158,0.012809599161228598,0.02728461103146131,0.0,0.014869830686961492,0.00015140330040967043,0.0
Dim 309,0.05637097982155628,0.006841752924336246,0.02501116671464914,0.03702465363698006,0.012258302689430981,0.020379401656149154,0.0,0.013231308030712015,0.00010704215106363572,0.0
Dim 310,0.013763493917233794,0.009525483022596065,0.019141958164808563,0.018596377877146467,0.014267706729374304,0.03438977371091076,0.0,0.03957996910268173,0.00010375434122529579,0.0
