,"('flaubert_base_cased', 1)","('flaubert_base_uncased', 1)","('flaubert_large_uncased', 1)","('flaubert_small_cased', 1)"
Dim 328,0.03639999332316567,0.016345660565308402,0.015378873658598474,0.01636166386019327
Dim 329,0.02109660372143207,0.012459511425899015,0.012369344712556535,0.01878666320530933
Dim 330,0.012909477353918269,0.01814764727804009,0.02000388421729247,0.012950700919132795
Dim 331,0.016915042730922425,0.018952289640866676,0.013445534919960046,0.02167206017783623
Dim 332,0.013044166471261123,0.022724086181312202,0.020616792520926835,0.012725699286886294
Dim 333,0.025154976956398352,0.019253133679428006,0.016065767943100585,0.015269456564058304
Dim 334,0.013952806387545934,0.01579823816796427,0.015541172171451425,0.022974980684513722
Dim 335,0.010858499195129285,0.023292329829563932,0.015484067307022394,0.025124676318580907
Dim 336,0.03026897855176449,0.017649438937009577,0.014725614839804215,0.013441503615031788
Dim 337,0.026528291674483357,0.027761900750972745,0.01653819200847174,0.03450903868083011
Dim 338,0.01514993463515098,0.03682721563873015,0.014141780118216932,0.015121246224769219
Dim 339,0.011141539631611927,0.011502416492717136,0.012074968073023397,0.017055591506915557
Dim 340,0.013775756787051705,0.012868322101186418,0.015735810141527813,0.012494680780823412
Dim 341,0.02503598977275827,0.013033097002388533,0.011241741016093666,0.02910932226898321
Dim 342,0.012156581006390638,0.023274720235906432,0.0236094280070325,0.012286832374906012
Dim 343,0.015201201731567287,0.01421105413288132,0.03081481563125066,0.01437208554338045
Dim 344,0.014590695004610124,0.027087443114026246,0.017369367205371643,0.015544504387080164
Dim 345,0.012372598867383513,0.016626433216608637,0.012825552382753446,0.02521036058142177
Dim 346,0.019618580958409633,0.02255789285819088,0.03151223883987015,0.011829773542887497
Dim 347,0.01234663758605879,0.014216811564271138,0.012477205325389209,0.011965270473133005
Dim 348,0.016485407362450008,0.021009742516626604,0.011924298942327766,0.014005842996511343
Dim 349,0.029492543572615503,0.026632113185023346,0.013593194569899622,0.024277389244031274
Dim 350,0.017457882356683153,0.016282495879043443,0.015399571726612866,0.03235404939974433
Dim 351,0.016473336855096558,0.012773926840297708,0.01247157721501533,0.013700726145024683
Dim 352,0.015031862330767157,0.015150176310583113,0.01270413005933567,0.01313167665445102
Dim 353,0.014019402715031565,0.017393118446657016,0.017103166905260505,0.022413592311178492
Dim 354,0.012789551145120181,0.013032786613868882,0.02228324382131518,0.01780878876334977
Dim 355,0.012938264289534982,0.013048831175264203,0.013176408485812183,0.025999605687146543
Dim 356,0.020736387246531124,0.018124689284267293,0.02014814430267647,0.05604975318514792
Dim 357,0.011646842453998768,0.015341857413125609,0.017563445647686544,0.016043992082185314
Dim 358,0.01829110665200669,0.01370659340272259,0.013360698497818808,0.013274121999905433
Dim 359,0.02976971970152332,0.017048429472316485,0.013246692093277343,0.020653945861843315
Dim 360,0.011792230293438706,0.01205409185707551,0.0121944100390274,0.02542702834042193
Dim 361,0.014618504464590242,0.025357797517593126,0.020292602682626757,0.012295229974821076
Dim 362,0.017525659238091372,0.019410112047071812,0.015097913031746648,0.03230785056233217
Dim 363,0.015623457234594651,0.014851471176319674,0.014133846072303492,0.01817654553028056
Dim 364,0.011737500976365736,0.01985073158867891,0.014260254206861825,0.015143945441541443
Dim 365,0.013365050777390248,0.01591762804442141,0.01700795647154689,0.010072066075155409
Dim 366,0.014429867555335492,0.02194595908006015,0.0121461599543706,0.026714248500914334
Dim 367,0.028189546363352573,0.017660721446254735,0.028711255439581248,0.014385941972973599
Dim 368,0.017910204617887268,0.03451102765899041,0.011813628290974758,0.01702841482374306
Dim 369,0.02092310581900775,0.015013908650832804,0.01721492152391372,0.019491761301430686
Dim 370,0.016525380906356895,0.012843529881254092,0.010815193468906172,0.03236556043138017
Dim 371,0.018678549986617922,0.011573741069965903,0.01225935432866465,0.015884850835572846
Dim 372,0.013727784897001534,0.030527358834942366,0.014975497953743082,0.026597382744418797
Dim 373,0.012013400902601777,0.014350616478813335,0.012834841493830044,0.013257803409567502
Dim 374,0.020922445624728402,0.020589488510680223,0.019667630780675207,0.01675411556835531
Dim 375,0.013575151072768873,0.023185809319575208,0.02020346923328057,0.012343546490715514
Dim 376,0.011002878258154858,0.01427791067931641,0.013131011634330348,0.04696978620455125
Dim 377,0.020724880766403293,0.012426890728251733,0.016825498966899617,0.032878998647664484
Dim 378,0.018079247811275855,0.013284863361760012,0.016806361831334864,0.01743771265029445
Dim 379,0.012112385616255748,0.012793214369323357,0.013981328560289835,0.0331973071050207
Dim 380,0.014684760429310507,0.025391840211502203,0.01855990188257142,0.02033545241565445
Dim 381,0.014975810006087996,0.011862931298902086,0.016759721408740214,0.014833652031427641
Dim 382,0.02371159734089514,0.0371627212589729,0.014670132870390668,0.023013870318337674
Dim 383,0.015692090654585038,0.016958199685595234,0.016241374899728832,0.012463998623159207
Dim 384,0.012941706091697777,0.014663508024746927,0.015388434221452304,0.03589881715724125
Dim 385,0.014505971953915045,0.01154538973915901,0.015594128098054914,0.013243194742717629
Dim 386,0.013929508233278189,0.01198802132606792,0.012378437237346145,0.018864574770061607
Dim 387,0.015433354521823019,0.019327393729982635,0.011737291637900625,0.02456976136387251
Dim 388,0.013271323583239339,0.019909281970557514,0.012035723672898749,0.029358809626023743
Dim 389,0.012762959873199373,0.014364887939972107,0.012773679669081606,0.02124247251941716
Dim 390,0.01285874586880881,0.019948384067191686,0.012963506402602168,0.04284994590210886
Dim 391,0.013375091720012472,0.02039418982312106,0.019812007663688787,0.015144207555866962
Dim 392,0.016213864640286013,0.015195678628720802,0.021008062534967297,0.018366942360265762
Dim 393,0.024939980610397962,0.02011421537532394,0.02192637335884225,0.016131070763821375
Dim 394,0.01189718793018664,0.012122314627891758,0.013656305475637292,0.011436368897175198
Dim 395,0.017097900933355684,0.01210162487657746,0.013391657155155386,0.02783244318333002
Dim 396,0.015055817460955318,0.03990717657504715,0.012360730983425359,0.029453614995437496
Dim 397,0.012690908454427852,0.018946224021211346,0.012476980083155557,0.014302479625912547
Dim 398,0.010718043938453572,0.016073145122148594,0.011725061026157143,0.013302455390578534
Dim 399,0.020606766477885362,0.035684116022361434,0.017726115475946273,0.01906776668996232
Dim 400,0.015549225709641902,0.021467934503949907,0.017159665164009307,0.016830085247024652
Dim 401,0.02720767196965817,0.012636131143827148,0.016658188158719382,0.033633781519420966
Dim 402,0.011198030653342473,0.01683806605140184,0.014110810328384201,0.025397069295496042
Dim 403,0.01226925776329733,0.0187121927546945,0.02039254750039721,0.0188652866163308
Dim 404,0.018528949012701412,0.012587960059602613,0.02135151885294711,0.030485148712791846
Dim 405,0.013781948350660274,0.011836447439627695,0.01164463730323127,0.014810153943003614
Dim 406,0.022077151965411455,0.018114027726099356,0.02861675178451445,0.013397440040866175
Dim 407,0.02977192343984621,0.010178047705077306,0.015396811270921186,0.01355392328570813
Dim 408,0.013395648188705554,0.020416272297468795,0.02632538089586056,0.014835318349721197
Dim 409,0.012925195792291223,0.021392872212973205,0.012187422680177957,0.01374223448997978
Dim 410,0.015014403779606082,0.016388795093234668,0.01617270650460244,0.015308329114200542
Dim 411,0.016833586857071224,0.025372181206686516,0.010566995032057106,0.011953849030619575
Dim 412,0.015120113897831742,0.013603490255471855,0.01964726085579081,0.026264056523779427
Dim 413,0.013005592306845552,0.01271984642832527,0.01466329377745112,0.01168079084423879
Dim 414,0.016080981929732632,0.01568277826390447,0.015013413646408881,0.03730716568047141
Dim 415,0.017677809576663567,0.013937164258404813,0.011356074590907348,0.01576500761368516
Dim 416,0.013328598779283917,0.01950824175592264,0.01691207902210001,0.010722721478074085
Dim 417,0.015852883565144443,0.015806840842375484,0.015674186849156772,0.02204847330985603
Dim 418,0.01824520665307565,0.0169944883539866,0.009569305144114854,0.016940315570100117
Dim 419,0.017823633574106414,0.01493184155866523,0.02109436276033046,0.012979735069206742
Dim 420,0.01505280720747531,0.018030071144339688,0.018868996224237777,0.013233710253685716
Dim 421,0.013441066730366708,0.016453993529328127,0.013772021289220362,0.03537095307939122
Dim 422,0.012569495976081757,0.017058564004280893,0.024888826121147036,0.021648585186153826
Dim 423,0.013499796882933023,0.018078532387887307,0.011825421213881356,0.026964005608810016
Dim 424,0.017053043408525512,0.027265601375649717,0.01814198928187417,0.04057031139675002
Dim 425,0.020541712981825968,0.013285997867092628,0.023802149079001567,0.033877855023748515
Dim 426,0.04083251975920291,0.013003306944047076,0.012290525336457175,0.011744715543110825
Dim 427,0.011016220450608299,0.012792325026012028,0.016904567762025684,0.012186515674633708
Dim 428,0.0167835386053735,0.012176869498612049,0.02166929285093032,0.016122599207690016
Dim 429,0.013208049555938016,0.014742520077363958,0.013090835700653003,0.02858100265593452
Dim 430,0.016372624219219867,0.01458787965080377,0.015934632517138336,0.021817471592648942
Dim 431,0.02882984719329025,0.024927102739986617,0.012210207000657117,0.011941579073546902
Dim 432,0.017762442956466683,0.016115433276263358,0.012719216107840194,0.03531266357381822
Dim 433,0.011216402595883081,0.014545753760388712,0.018867060353802464,0.01609263704052669
Dim 434,0.016567546654140827,0.011207580330778866,0.019813049061396963,0.0217770960899419
Dim 435,0.011526594148100726,0.013189504681473478,0.023435876165884797,0.02141888875812137
Dim 436,0.012355414781892376,0.01340583937076452,0.011465015867027094,0.020474104366911276
Dim 437,0.016042239046322758,0.013687058988898023,0.013078338331432886,0.01741444975157535
Dim 438,0.014817864919672801,0.01700650042551194,0.011678141379005389,0.01505442691186351
Dim 439,0.017211219297876633,0.016774402441319808,0.013636678018158562,0.012712627288222646
Dim 440,0.022681313443685326,0.019367307307502673,0.02065362543527692,0.017023416589757773
Dim 441,0.015152800138144278,0.013504338290915295,0.012322332566282667,0.014119203042645865
Dim 442,0.013746237692814708,0.013977663891561505,0.01783857276340937,0.014117806860058172
Dim 443,0.014158217321970734,0.012169166275012572,0.014237950749982225,0.024304681024183355
Dim 444,0.018055829101010345,0.019299311517290446,0.010794609743060327,0.021832053844497126
Dim 445,0.022661307202361182,0.01615128356357464,0.01321483225964739,0.019628409938319373
Dim 446,0.012302560842253672,0.01260697537236703,0.014147074937488516,0.019330829701118626
Dim 447,0.03071854854482299,0.0217671893476317,0.014061749323515303,0.016173292020136145
Dim 448,0.02369412261078519,0.016230892433785313,0.015233832449749211,0.014222673172597235
Dim 449,0.011655632581954387,0.024169904182183566,0.012019863835754813,0.037630796060298795
Dim 450,0.012564317949826431,0.012673275289666277,0.012774350711606597,0.01722562855730357
Dim 451,0.029476236695566694,0.021595890330082985,0.019330006534775766,0.014791577725841547
Dim 452,0.03227016241663947,0.013716580064376111,0.015460452971415233,0.01447077505018244
Dim 453,0.019896391580132494,0.02167041623829893,0.011451868702565362,0.041240134587131085
Dim 454,0.016212600112056497,0.015952247637060463,0.015081786379889892,0.016944464182313185
Dim 455,0.011379233864502585,0.011190146434870154,0.012965711781299414,0.015941145302452987
Dim 456,0.021760339181970553,0.01606539573398137,0.0223723562801551,0.01978728735841876
Dim 457,0.020034149271532926,0.01740565806628263,0.013647416710165573,0.015270978390535563
Dim 458,0.021236408464568663,0.01560854188304896,0.011659019659608484,0.01176265733463724
Dim 459,0.01658865638585138,0.012243144332180728,0.010483901404090994,0.03762150833259127
Dim 460,0.03377632220592613,0.027207350286862376,0.01477349770351041,0.012494563520715478
Dim 461,0.021572730109207856,0.016566347099812282,0.01357613237818897,0.03848857153121799
Dim 462,0.02129526854789615,0.012631928775114182,0.013676273456598675,0.034091680662116125
Dim 463,0.020868801722160032,0.012784052406785418,0.02190578022717446,0.02489231757840133
Dim 464,0.014751534658601243,0.02681290977786624,0.02009507517362735,0.017206045756805795
Dim 465,0.014252834356481423,0.039453694204907575,0.020434543878271393,0.023174543083181055
Dim 466,0.16033236197182843,0.01204876633922039,0.013902998188611255,0.040213185615679506
Dim 467,0.024957359430619105,0.013265587900634618,0.01993268041599542,0.01820136498195836
Dim 468,0.01644764843331986,0.011435594972141269,0.015234614905365311,0.01820174508096981
Dim 469,0.012660248255355005,0.013256474580231482,0.017020900441357796,0.021380296227814597
Dim 470,0.012725035400431748,0.011651156540046672,0.012658518422899567,0.016533441538640788
Dim 471,0.01848340119003171,0.014576598100685855,0.01501695170802115,0.023913181028561166
Dim 472,0.014038051961410423,0.013932356460829855,0.04493456321380121,0.0220946647094874
Dim 473,0.013085971745547615,0.014557553689593397,0.013120988374657921,0.017976775339891837
Dim 474,0.011075719753647429,0.024993594801376428,0.014920530090161335,0.012264909217407484
Dim 475,0.011821686316045655,0.01729484269708722,0.012355195726331803,0.02875187437773514
Dim 476,0.01273027491370427,0.011079084897235195,0.013240143203807838,0.013497526009633542
Dim 477,0.015555699223586173,0.025657085131672572,0.012261397452534193,0.023136815445296516
Dim 478,0.014114795179426612,0.01466566653764027,0.022269000115546257,0.02285337522791858
Dim 479,0.01886626185597786,0.011893896436061787,0.012939108079737185,0.04008467271630144
Dim 480,0.012433620198676075,0.018687862550821558,0.023839806268171133,0.015336682831443736
Dim 481,0.011832853025618833,0.013180255266080004,0.025075854032725584,0.011240750487679191
Dim 482,0.013830093594428192,0.015273303386863609,0.029228373103517426,0.01357816890099875
Dim 483,0.016245291380214626,0.012108064854406658,0.029142231328779335,0.020987737564461265
Dim 484,0.0554752382338375,0.013278110415377985,0.01127566138191973,0.022863441633578358
Dim 485,0.01622597329724469,0.011461221772652602,0.015528716488564766,0.012025144567114388
Dim 486,0.011787376692004437,0.014760108888966311,0.012700767717423811,0.0229147812503684
Dim 487,0.014093312531007316,0.013894373836284236,0.014195286265438391,0.011463488572741994
Dim 488,0.02225379839249083,0.022076366601491378,0.014869864356254783,0.031006473663273398
Dim 489,0.014625450004009449,0.011020568705302405,0.02039927479827967,0.020022659152699587
Dim 490,0.014616800744730343,0.01401518945692116,0.021734988686392804,0.011679549298263973
Dim 491,0.030182060699015523,0.015474868593030365,0.014613601001769321,0.011288157349621887
Dim 492,0.018009872181404086,0.0259364110722916,0.011663350339004815,0.03418027421969347
Dim 493,0.023805931994390572,0.011630823174091809,0.016904833248294455,0.02682846784772602
Dim 494,0.013438567229510088,0.016456162940553305,0.018202275352299825,0.026498469931952595
Dim 495,0.019809506742689536,0.017703684239447907,0.013284555674884912,0.012200382658748213
Dim 496,0.023165448194579878,0.03848727532035745,0.01253561616247316,0.02130094009865624
Dim 497,0.011972310555183868,0.015396232205501561,0.0321259067446793,0.015374719856278763
Dim 498,0.010978446463337146,0.015306642657346294,0.01155496716002618,0.03253584813459544
Dim 499,0.06174948823115244,0.01979889059548044,0.015628876790908148,0.017770507093106912
Dim 500,0.01108104135321805,0.017211905869554824,0.02707360906200548,0.04187886828039785
Dim 501,0.018422252822037563,0.01460612368349777,0.019434986017153648,0.012145833439916421
Dim 502,0.020377167206082774,0.016427870833687457,0.013236771709820088,0.013275677561634532
Dim 503,0.014062857022283503,0.012299514465533111,0.013680494684088195,0.029171857456779998
Dim 504,0.018798960544028562,0.012481957248394997,0.014634370842022794,0.010143202306449392
Dim 505,0.012565234456400948,0.014532847810755194,0.013488556205564793,0.013927683606336736
Dim 506,0.018576491656448233,0.01625271353880026,0.011547064790156922,0.014406787145199156
Dim 507,0.019344756056062916,0.014958004667352568,0.013171330672575495,0.03268000119893015
Dim 508,0.0659326912672198,0.020401855447236043,0.017601890223100602,0.015493664427698589
Dim 509,0.022441009069527725,0.010810336310525654,0.011490860759831273,0.011556834905412523
Dim 510,0.02118827920271306,0.018916745388092897,0.016308004547537423,0.01719607590854057
Dim 511,0.024339305683068718,0.020155154334031294,0.011385374206178021,0.026329339466166175
Dim 512,0.012948137735211473,0.014499084709808907,0.014551878792436693,0.0
Dim 513,0.01518296518715976,0.02960640085007578,0.011588518117968818,0.0
Dim 514,0.014546400341663119,0.013060067198257556,0.01372309665591156,0.0
Dim 515,0.042177601808632566,0.016722549855484825,0.01448241433887876,0.0
Dim 516,0.028038360632008645,0.019131872179190424,0.010667415765791922,0.0
Dim 517,0.013671258279761208,0.016798193471784108,0.013089601878369517,0.0
Dim 518,0.01180328344925124,0.015137086482925147,0.014885241506010042,0.0
Dim 519,0.017858056863608585,0.018885157991360976,0.015797073367163884,0.0
Dim 520,0.017891916251734745,0.014638403549374285,0.01658064821316528,0.0
Dim 521,0.029700527267167414,0.023348306085297713,0.0170951580763162,0.0
Dim 522,0.02206181566524268,0.013841172163474148,0.01628103536104332,0.0
Dim 523,0.01314156541209024,0.012048978303177743,0.012464165358718488,0.0
Dim 524,0.01922195175394056,0.020826024352912257,0.013195739788569355,0.0
Dim 525,0.012964358046856006,0.013016491312022526,0.014476389835537014,0.0
Dim 526,0.015168573244930894,0.019285294201477652,0.012103924883273345,0.0
Dim 527,0.016608670338409307,0.0121592231925228,0.014741360160233002,0.0
Dim 528,0.017993108139462904,0.014737556549548106,0.013762289650482182,0.0
Dim 529,0.02445847205838877,0.011692117446143853,0.014051167392814687,0.0
Dim 530,0.01129731746670439,0.01317608817351603,0.013054188525715563,0.0
Dim 531,0.011140059223369426,0.023941913768508623,0.021070625180060608,0.0
Dim 532,0.014077972091142173,0.012683896152691432,0.014376004237187335,0.0
Dim 533,0.01212874258725867,0.012733191240308427,0.009790316038495644,0.0
Dim 534,0.01379922153028886,0.017041628683564673,0.011883759432642764,0.0
Dim 535,0.016094954959694756,0.017889683431129944,0.012035383620063678,0.0
Dim 536,0.014753838827442614,0.011202113535477638,0.018058015233635517,0.0
Dim 537,0.018430052751955153,0.01831678366885361,0.011725912339199859,0.0
Dim 538,0.028989908838409392,0.021360242599083163,0.011831644103454273,0.0
Dim 539,0.01795092103028277,0.016582279660221216,0.022235891658021915,0.0
Dim 540,0.011686250689300378,0.016880548738838055,0.015388545806114156,0.0
Dim 541,0.014264942318446414,0.019621783997427308,0.01259644223211,0.0
Dim 542,0.013006195675184466,0.01473169933856458,0.01156475765685051,0.0
Dim 543,0.016573376617971303,0.01123507834387571,0.011581576508426592,0.0
Dim 544,0.012420259548542466,0.01811525554308783,0.01231033277026038,0.0
Dim 545,0.016692355473634887,0.017068715619763704,0.0192856427452897,0.0
Dim 546,0.016658610380175132,0.020563570127942028,0.01210728002497227,0.0
Dim 547,0.013520899380968643,0.01379566254582048,0.012660570218403467,0.0
Dim 548,0.012480757501473528,0.014895858551588679,0.028437040242255164,0.0
Dim 549,0.01324208409179756,0.02730526445569393,0.01319189144219287,0.0
Dim 550,0.017408743618560096,0.011391640664812833,0.013422212130667232,0.0
Dim 551,0.015835097845517242,0.015303465406177491,0.015151430019236101,0.0
Dim 552,0.02665780395686607,0.014861750658971155,0.015161572042061623,0.0
Dim 553,0.012722917454275012,0.01577588921412885,0.015505921186942172,0.0
Dim 554,0.01635517173312791,0.014899992755341368,0.014554619430402892,0.0
Dim 555,0.020534110103809584,0.010107891505309392,0.01647459728324136,0.0
Dim 556,0.010054872485790305,0.012103924413859404,0.036298346562942944,0.0
Dim 557,0.013221721667475494,0.014619177979932545,0.015519667481343575,0.0
Dim 558,0.021169402493482245,0.025375746232792762,0.012501442047347081,0.0
Dim 559,0.013066870211395964,0.016598363390738034,0.014361735099776958,0.0
Dim 560,0.014454595254041724,0.013151091511921793,0.013662818252966107,0.0
Dim 561,0.02061407328880992,0.02005088419855211,0.01140617045276259,0.0
Dim 562,0.021072436343629587,0.013078889977873308,0.037608198446347114,0.0
Dim 563,0.01852777579501791,0.02294696884871994,0.014181923452551964,0.0
Dim 564,0.018464286918301744,0.03507056416235488,0.011970599548214441,0.0
Dim 565,0.028988206512135756,0.01867739526026172,0.011654327246114824,0.0
Dim 566,0.016656139130509146,0.014169413147810344,0.013502465586960982,0.0
Dim 567,0.012335596579475786,0.020858402556100438,0.03770447501854177,0.0
Dim 568,0.024248214248351482,0.017824927875879117,0.01938037997973282,0.0
Dim 569,0.02571912764110786,0.012879342665158687,0.010448790111467711,0.0
Dim 570,0.014305703135923008,0.019377978903987132,0.018661644352836394,0.0
Dim 571,0.01302496915044859,0.018175341992343056,0.01416818971503312,0.0
Dim 572,0.017641746280846544,0.013273008954426594,0.013375237232487434,0.0
Dim 573,0.014876669293644227,0.026272196716984275,0.019629446516949835,0.0
Dim 574,0.015352370409257975,0.024173592673614526,0.012380107742096375,0.0
Dim 575,0.0186735439603914,0.01552987575111935,0.014300990965965437,0.0
Dim 576,0.010751705125308441,0.012697389733738917,0.012761983449014084,0.0
Dim 577,0.02493293420884574,0.012037767802427247,0.01365502604311295,0.0
Dim 578,0.015490700315747787,0.012822651693996556,0.014182937723852916,0.0
Dim 579,0.01375304941573134,0.026632326893072784,0.01618494337065628,0.0
Dim 580,0.014998140455163527,0.06191969165230184,0.012147905682099024,0.0
Dim 581,0.028265923426120873,0.020174731991799227,0.013154045956916776,0.0
Dim 582,0.011857753697306997,0.014307909365979896,0.012080141440863923,0.0
Dim 583,0.012945446118119448,0.023798938034185747,0.012021947229241225,0.0
Dim 584,0.013352666928876468,0.013995970227223913,0.013255417254608132,0.0
Dim 585,0.018245322423777115,0.015263240846907217,0.029414780801125712,0.0
Dim 586,0.018737533783888354,0.01412129310316544,0.020895516605664147,0.0
Dim 587,0.019080663050021113,0.013775649832580415,0.012103891312472461,0.0
Dim 588,0.0294655825616726,0.015819986580674864,0.013119641477537036,0.0
Dim 589,0.014861727844564902,0.026077221418516955,0.014062106417670089,0.0
Dim 590,0.01289051787627515,0.013085737023530076,0.01837698017428783,0.0
Dim 591,0.02572052538548423,0.03936951838166248,0.03533612801924301,0.0
Dim 592,0.016013235623458452,0.025986389165766864,0.011195676938232275,0.0
Dim 593,0.024433955487830204,0.018314739184703898,0.018054980247030446,0.0
Dim 594,0.06295144080133157,0.016813809907973553,0.015388019484489073,0.0
Dim 595,0.017953484797000357,0.02543375994983218,0.012732497996032915,0.0
Dim 596,0.016165699873649346,0.02601664664681605,0.026675928843871582,0.0
Dim 597,0.015454330292516609,0.020566561106920324,0.012325336755375168,0.0
Dim 598,0.011981872996802423,0.01699990824536458,0.012031643562618497,0.0
Dim 599,0.013925846444895962,0.015595701589450466,0.014905224386378178,0.0
Dim 600,0.012146776158333405,0.013515913381920366,0.01821424805034791,0.0
Dim 601,0.02626531412008107,0.011678106757219076,0.013662410676301083,0.0
Dim 602,0.018785633338829176,0.038220131931273806,0.013212213312658962,0.0
Dim 603,0.01859439581179657,0.01737826733899572,0.014872108629827576,0.0
Dim 604,0.01929734013346229,0.017841797140246765,0.012342944921986102,0.0
Dim 605,0.014389104744513603,0.02236735324996139,0.01714937586504579,0.0
Dim 606,0.01087650651839845,0.01308583366149387,0.023617429523169083,0.0
Dim 607,0.011461322953767457,0.022583033800817425,0.015756798686330672,0.0
Dim 608,0.027193199411302466,0.016927994524222764,0.013764045269711575,0.0
Dim 609,0.01731475384612642,0.05696172169271727,0.01710616089972188,0.0
Dim 610,0.01443815434751369,0.017054275632698027,0.0217973426245468,0.0
Dim 611,0.015261993732672355,0.012369182581856953,0.012333839397636985,0.0
Dim 612,0.013237931291312842,0.02181810165437349,0.012604815161140223,0.0
Dim 613,0.016548538399326282,0.015557427498937335,0.023196972676875212,0.0
Dim 614,0.012415134280990591,0.017547816752973292,0.010929715676757107,0.0
Dim 615,0.012088042824141875,0.013443011276133883,0.025351419321406193,0.0
Dim 616,0.01235739482614451,0.012165170848410104,0.015019063448927438,0.0
Dim 617,0.01455226961205462,0.06286278185479324,0.011850110249385676,0.0
Dim 618,0.012816110368532009,0.01124734238292917,0.013236301331181536,0.0
Dim 619,0.011925262473374044,0.02163778890931916,0.013342747442888781,0.0
Dim 620,0.01827712928306277,0.014162799066044325,0.013330099453694162,0.0
Dim 621,0.015443072619301829,0.014195726734690458,0.04335219877004396,0.0
Dim 622,0.014946997833761843,0.013822258618015433,0.02060956290203377,0.0
Dim 623,0.014986131069163786,0.013000381402542662,0.013143834424467248,0.0
Dim 624,0.012752084114120684,0.01763601050128261,0.013205102594062944,0.0
Dim 625,0.02045600765004739,0.01325991657491781,0.010016678151678409,0.0
Dim 626,0.0184922899205135,0.0836652558039831,0.015086926765246554,0.0
Dim 627,0.013783235209936196,0.016854537097774746,0.019501427957105483,0.0
Dim 628,0.014851653965815788,0.012502901506224724,0.012362019978658942,0.0
Dim 629,0.011577695928025144,0.024734115586118564,0.012495676455621291,0.0
Dim 630,0.03498265652505947,0.018072824670642862,0.013885424291795628,0.0
Dim 631,0.014121752580401041,0.01343901588800651,0.014709348333965809,0.0
Dim 632,0.016560637797261003,0.01237263542073862,0.022194192436995507,0.0
Dim 633,0.014142884036378625,0.01390059241736476,0.014575354993337007,0.0
Dim 634,0.01994500768180931,0.02307206624077336,0.020958948011926097,0.0
Dim 635,0.0317437033743804,0.012745295325949549,0.014756945026143503,0.0
Dim 636,0.01317515560380527,0.01795677577579114,0.012926977733347235,0.0
Dim 637,0.01936735039067323,0.012767352321220466,0.01908208134607833,0.0
Dim 638,0.026253645652778695,0.020939306807330915,0.018923122304075137,0.0
Dim 639,0.013113120677712906,0.01334491743395452,0.014617018208890286,0.0
Dim 640,0.012530283601842721,0.015273260503464642,0.015991757826784952,0.0
Dim 641,0.014771116079293815,0.021826235151269153,0.023804196031406294,0.0
Dim 642,0.012606233929742696,0.04020019548226744,0.013815292398835666,0.0
Dim 643,0.013697687476217243,0.012553824158068968,0.013643913289331329,0.0
Dim 644,0.012413313284280504,0.038872516077964644,0.01686422959722564,0.0
Dim 645,0.015484503570457176,0.02589843019450247,0.020314807442327155,0.0
Dim 646,0.015445140614072529,0.013677889936662807,0.010586993371255448,0.0
Dim 647,0.011307222569630864,0.021537191128324275,0.017466151137651462,0.0
Dim 648,0.01177912045991234,0.022930928237638468,0.01164117977746985,0.0
Dim 649,0.014428666010268015,0.021065289743946492,0.01616567807649041,0.0
Dim 650,0.018845802554247015,0.013454792005212749,0.014972718562408992,0.0
Dim 651,0.016727746687510325,0.02107171990804972,0.015189380613134346,0.0
Dim 652,0.015828726597687397,0.018793218206958232,0.014265702312848719,0.0
Dim 653,0.013859149114278433,0.013329234748659062,0.025702798347598088,0.0
Dim 654,0.015056219705298397,0.026843573288257937,0.012228845325995911,0.0
Dim 655,0.01263928027442246,0.016456851243231176,0.014183419868563214,0.0
Dim 656,0.03434719080454676,0.018548773277643864,0.011739066956011159,0.0
Dim 657,0.02395597852394607,0.01911672073954413,0.017632484295138116,0.0
Dim 658,0.010914051936237856,0.04806219076544761,0.011054755105985761,0.0
Dim 659,0.012774648721053238,0.018017901121903684,0.010557760154936672,0.0
Dim 660,0.018035234686144586,0.015326970429897654,0.022682071823114346,0.0
Dim 661,0.014306967582194406,0.01547050609692606,0.013870953713105608,0.0
Dim 662,0.011528455732160664,0.011587808237911782,0.014400108653731149,0.0
Dim 663,0.013609441284565791,0.01689253206208453,0.017689251672590837,0.0
Dim 664,0.013002567458963495,0.02858574070169898,0.01216381459752965,0.0
Dim 665,0.013174307672917697,0.015489639088104194,0.018721984453146656,0.0
Dim 666,0.012599312800709507,0.016300738044877375,0.016389957656206575,0.0
Dim 667,0.016064700404941675,0.013600441921297736,0.013931814533294822,0.0
Dim 668,0.02151668360623041,0.030776533358097758,0.013829386197685731,0.0
Dim 669,0.015003382448160744,0.01335847625070215,0.020706877066743717,0.0
Dim 670,0.04117991168666714,0.011839344856117876,0.012802927989244569,0.0
Dim 671,0.0131583841284863,0.016167555042662055,0.01328338402682013,0.0
Dim 672,0.015635681944200452,0.021963315323856435,0.026102580576161438,0.0
Dim 673,0.02325193372677047,0.01415761599848907,0.011967250332758347,0.0
Dim 674,0.013056435498549863,0.01252728406931606,0.01932303528048885,0.0
Dim 675,0.019327904633292235,0.01755405627037153,0.015087596402322977,0.0
Dim 676,0.016489962841853473,0.014179826130445715,0.017590866400707925,0.0
Dim 677,0.0169266695106122,0.014106720120219645,0.011928688094631257,0.0
Dim 678,0.025814283859022423,0.01925220706517846,0.012544301054937026,0.0
